race_code,race_date,st65,p6_12_n,p6_12_win,p6_12_makuri,p6_12_makurizashi,p6_12_attack,second_score,second_rank,gap,attack_potential,st_score,straight_score,ex_score,lap_score,mawari_score,first,second,third
20260428TMG07,2026-04-28,内側より上,62,0.0,0.0,0.0,0.0,21.0,6,14.0,7.0,2.0,5.0,1.0,3.0,1.0,1,5,2
20260428TMG08,2026-04-28,内側より上,54,0.0,0.0,0.0,0.0,21.0,4,14.0,6.0,2.0,4.0,3.0,3.0,1.0,1,3,5
20260428TMG09,2026-04-28,同じ,31,0.0,0.0,0.0,0.0,31.0,1,0.0,9.0,5.0,4.0,2.0,4.0,4.0,1,2,5
20260428TMG10,2026-04-28,内側より上,27,3.7037037037037037,0.0,3.7037037037037037,3.7037037037037037,16.0,5,15.0,3.0,2.0,1.0,2.0,1.0,4.0,4,1,3
20260428TMG11,2026-04-28,内側より下,22,0.0,0.0,0.0,0.0,26.0,2,8.0,6.0,3.0,3.0,3.0,4.0,3.0,1,4,3
20260428TMG12,2026-04-28,内側より下,29,3.4482758620689653,0.0,3.4482758620689653,3.4482758620689653,17.0,6,17.0,6.0,5.0,1.0,2.0,1.0,3.0,1,2,4
20260429TMG01,2026-04-29,内側より下,30,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,16.0,6,15.0,5.0,3.0,2.0,5.0,1.0,1.0,1,6,2
20260429TMG02,2026-04-29,内側より上,56,0.0,0.0,0.0,0.0,26.0,4,6.0,10.0,5.0,5.0,3.0,2.0,2.0,1,3,2
20260429TMG03,2026-04-29,内側より上,20,5.0,5.0,0.0,5.0,19.0,5,13.0,6.0,5.0,1.0,2.0,1.0,4.0,1,2,4
20260429TMG05,2026-04-29,内側より下,126,0.0,0.0,0.0,0.0,17.0,6,14.0,6.0,3.0,3.0,2.0,1.0,2.0,5,4,2
20260429TMG06,2026-04-29,内側より上,56,0.0,0.0,0.0,0.0,22.0,4,14.0,7.0,5.0,2.0,3.0,3.0,2.0,1,2,5
20260429TMG07,2026-04-29,内側より上,20,5.0,5.0,0.0,5.0,16.0,6,18.0,6.0,5.0,1.0,1.0,2.0,2.0,1,4,3
20260429TMG08,2026-04-29,内側より上,29,0.0,0.0,0.0,0.0,19.0,5,15.0,7.0,5.0,2.0,2.0,1.0,3.0,1,4,5
20260429TMG09,2026-04-29,内側より上,64,0.0,0.0,0.0,0.0,18.0,5,13.0,6.0,5.0,1.0,1.0,1.0,4.0,2,4,5
20260429TMG10,2026-04-29,内側より下,28,3.5714285714285716,3.5714285714285716,0.0,3.5714285714285716,20.0,6,14.0,8.0,3.0,5.0,3.0,1.0,1.0,1,2,3
20260429TMG11,2026-04-29,内側より下,29,3.4482758620689653,0.0,0.0,0.0,16.0,6,12.0,7.0,5.0,2.0,3.0,1.0,1.0,1,3,4
20260429TMG12,2026-04-29,内側より下,21,9.523809523809524,0.0,9.523809523809524,9.523809523809524,27.0,3,4.0,7.0,3.0,4.0,2.0,4.0,3.0,1,5,3
20260430TMG01,2026-04-30,内側より下,43,0.0,0.0,0.0,0.0,17.0,6,17.0,6.0,5.0,1.0,2.0,1.0,3.0,2,1,4
20260430TMG02,2026-04-30,内側より下,127,0.0,0.0,0.0,0.0,16.0,6,21.0,5.0,3.0,2.0,3.0,2.0,1.0,5,4,2
20260430TMG03,2026-04-30,内側より下,34,0.0,0.0,0.0,0.0,24.0,3,8.0,9.0,5.0,4.0,3.0,1.0,3.0,4,3,5
20260430TMG04,2026-04-30,内側より上,66,0.0,0.0,0.0,0.0,20.0,6,10.0,8.0,3.0,5.0,3.0,1.0,1.0,4,3,1
20260430TMG05,2026-04-30,内側より上,28,3.5714285714285716,0.0,3.5714285714285716,3.5714285714285716,18.0,5,14.0,6.0,5.0,1.0,3.0,1.0,3.0,1,2,5
20260430TMG06,2026-04-30,内側より下,22,0.0,0.0,0.0,0.0,18.0,5,15.0,4.0,3.0,1.0,3.0,1.0,4.0,3,4,6
20260430TMG07,2026-04-30,内側より下,127,0.0,0.0,0.0,0.0,19.0,6,17.0,8.0,3.0,5.0,2.0,1.0,1.0,1,3,2
20260430TMG08,2026-04-30,内側より上,58,0.0,0.0,0.0,0.0,27.0,4,4.0,9.0,5.0,4.0,4.0,3.0,2.0,1,4,2
20260430TMG09,2026-04-30,内側より下,34,0.0,0.0,0.0,0.0,18.0,6,13.0,4.0,3.0,1.0,3.0,1.0,4.0,1,4,2
20260430TMG10,2026-04-30,内側より下,33,0.0,0.0,0.0,0.0,26.0,4,8.0,6.0,5.0,1.0,3.0,3.0,5.0,2,3,1
20260430TMG11,2026-04-30,内側より下,21,4.761904761904762,0.0,4.761904761904762,4.761904761904762,19.0,4,17.0,6.0,5.0,1.0,2.0,1.0,4.0,1,4,3
20260430TMG12,2026-04-30,同じ,22,0.0,0.0,0.0,0.0,20.0,5,18.0,8.0,3.0,5.0,3.0,1.0,1.0,1,4,6
20260501TMG01,2026-05-01,内側より下,40,0.0,0.0,0.0,0.0,31.0,1,0.0,7.0,2.0,5.0,3.0,5.0,3.0,3,2,6
20260501TMG02,2026-05-01,内側より下,59,0.0,0.0,0.0,0.0,20.0,5,13.0,7.0,3.0,4.0,3.0,1.0,2.0,4,2,5
20260501TMG03,2026-05-01,内側より下,39,5.128205128205129,0.0,0.0,0.0,21.0,4,8.0,3.0,2.0,1.0,3.0,3.0,4.0,4,3,1
20260501TMG04,2026-05-01,内側より下,129,0.0,0.0,0.0,0.0,16.0,6,11.0,4.0,3.0,1.0,1.0,2.0,3.0,3,1,5
20260501TMG05,2026-05-01,内側より下,67,0.0,0.0,0.0,0.0,18.0,5,13.0,8.0,3.0,5.0,1.0,1.0,1.0,2,3,5
20260501TMG06,2026-05-01,内側より下,27,14.814814814814815,11.11111111111111,0.0,11.11111111111111,34.0,1,0.0,10.0,5.0,5.0,3.0,4.0,4.0,5,1,6
20260501TMG07,2026-05-01,内側より下,29,3.4482758620689653,0.0,3.4482758620689653,3.4482758620689653,17.0,6,19.0,4.0,3.0,1.0,2.0,1.0,4.0,4,5,1
20260501TMG08,2026-05-01,内側より下,34,0.0,0.0,0.0,0.0,20.0,5,6.0,6.0,5.0,1.0,1.0,1.0,5.0,1,5,4
20260501TMG09,2026-05-01,内側より上,38,2.6315789473684212,0.0,2.6315789473684212,2.6315789473684212,11.0,6,19.0,2.0,1.0,1.0,2.0,1.0,2.0,1,3,4
20260501TMG10,2026-05-01,内側より下,26,3.8461538461538463,0.0,3.8461538461538463,3.8461538461538463,15.0,6,14.0,3.0,2.0,1.0,1.0,1.0,4.0,1,2,3
20260501TMG11,2026-05-01,内側より上,36,5.555555555555555,5.555555555555555,0.0,5.555555555555555,20.0,3,8.0,9.0,5.0,4.0,1.0,1.0,2.0,1,2,5
20260501TMG12,2026-05-01,内側より下,37,2.7027027027027026,2.7027027027027026,0.0,2.7027027027027026,22.0,4,12.0,6.0,5.0,1.0,1.0,4.0,3.0,3,2,1
20260502TMG01,2026-05-02,内側より下,130,0.0,0.0,0.0,0.0,16.0,6,21.0,6.0,3.0,3.0,3.0,1.0,1.0,5,3,4
20260502TMG02,2026-05-02,内側より上,39,2.5641025641025643,0.0,0.0,0.0,23.0,4,9.0,6.0,5.0,1.0,2.0,5.0,2.0,5,6,1
20260502TMG03,2026-05-02,内側より上,28,14.285714285714286,10.714285714285714,0.0,10.714285714285714,32.0,1,0.0,8.0,3.0,5.0,3.0,4.0,4.0,4,2,6
20260502TMG04,2026-05-02,内側より上,22,4.545454545454546,4.545454545454546,0.0,4.545454545454546,16.0,6,15.0,4.0,3.0,1.0,1.0,1.0,4.0,5,4,6
20260502TMG05,2026-05-02,内側より下,35,0.0,0.0,0.0,0.0,19.0,6,8.0,5.0,3.0,2.0,2.0,1.0,4.0,4,5,3
20260502TMG06,2026-05-02,内側より下,68,0.0,0.0,0.0,0.0,24.0,4,9.0,8.0,3.0,5.0,1.0,4.0,1.0,1,3,4
20260502TMG07,2026-05-02,内側より上,39,2.5641025641025643,0.0,2.5641025641025643,2.5641025641025643,26.0,4,8.0,7.0,5.0,2.0,3.0,2.0,5.0,1,6,4
20260502TMG08,2026-05-02,内側より下,60,0.0,0.0,0.0,0.0,21.0,4,11.0,6.0,5.0,1.0,2.0,3.0,3.0,3,5,2
20260502TMG09,2026-05-02,内側より下,29,3.4482758620689653,0.0,3.4482758620689653,3.4482758620689653,18.0,3,15.0,4.0,3.0,1.0,1.0,2.0,4.0,1,4,3
20260502TMG10,2026-05-02,内側より下,27,3.7037037037037037,0.0,3.7037037037037037,3.7037037037037037,16.0,5,14.0,5.0,3.0,2.0,1.0,1.0,3.0,1,6,2
20260502TMG11,2026-05-02,内側より下,27,7.407407407407407,0.0,7.407407407407407,7.407407407407407,20.0,6,11.0,6.0,5.0,1.0,3.0,1.0,4.0,1,4,3
20260502TMG12,2026-05-02,内側より上,31,6.451612903225806,3.225806451612903,3.225806451612903,6.451612903225806,18.0,6,12.0,4.0,3.0,1.0,3.0,3.0,2.0,1,3,2
20260506TMG01,2026-05-06,内側より下,75,0.0,0.0,0.0,0.0,22.0,5,7.0,8.0,3.0,5.0,1.0,3.0,1.0,2,4,1
20260506TMG02,2026-05-06,内側より上,27,0.0,0.0,0.0,0.0,16.0,5,16.0,4.0,3.0,1.0,3.0,1.0,3.0,1,2,4
20260506TMG03,2026-05-06,内側より下,32,3.125,0.0,0.0,0.0,18.0,6,13.0,4.0,3.0,1.0,3.0,1.0,4.0,1,3,6
20260506TMG04,2026-05-06,内側より下,25,4.0,0.0,4.0,4.0,19.0,6,11.0,4.0,3.0,1.0,2.0,1.0,5.0,5,2,1
20260506TMG05,2026-05-06,内側より上,134,0.0,0.0,0.0,0.0,22.0,4,10.0,10.0,5.0,5.0,3.0,1.0,1.0,2,1,3
20260506TMG06,2026-05-06,内側より上,56,10.714285714285714,8.928571428571429,0.0,8.928571428571429,28.0,2,2.0,6.0,5.0,1.0,5.0,3.0,5.0,3,5,2
20260506TMG07,2026-05-06,内側より上,27,0.0,0.0,0.0,0.0,16.0,6,19.0,4.0,3.0,1.0,3.0,1.0,3.0,2,3,1
20260506TMG08,2026-05-06,同じ,25,0.0,0.0,0.0,0.0,26.0,2,7.0,6.0,5.0,1.0,3.0,3.0,5.0,3,4,1
20260506TMG09,2026-05-06,内側より上,20,0.0,0.0,0.0,0.0,33.0,1,0.0,10.0,5.0,5.0,2.0,4.0,4.0,1,4,5
20260506TMG10,2026-05-06,内側より下,19,0.0,0.0,0.0,0.0,15.0,6,19.0,6.0,3.0,3.0,2.0,1.0,1.0,3,1,5
20260506TMG11,2026-05-06,内側より上,36,2.7777777777777777,2.7777777777777777,0.0,2.7777777777777777,26.0,3,2.0,7.0,5.0,2.0,3.0,3.0,4.0,1,4,3
20260506TMG12,2026-05-06,内側より下,28,17.857142857142858,3.5714285714285716,7.142857142857143,10.714285714285715,28.0,3,9.0,10.0,5.0,5.0,3.0,4.0,1.0,3,4,2
20260507TMG01,2026-05-07,内側より下,25,0.0,0.0,0.0,0.0,17.0,5,19.0,3.0,2.0,1.0,1.0,2.0,4.0,3,1,5
20260507TMG04,2026-05-07,内側より上,37,2.7027027027027026,0.0,2.7027027027027026,2.7027027027027026,22.0,4,8.0,10.0,5.0,5.0,3.0,1.0,1.0,2,6,3
20260507TMG05,2026-05-07,内側より上,34,2.9411764705882355,0.0,2.9411764705882355,2.9411764705882355,23.0,2,7.0,4.0,2.0,2.0,3.0,3.0,4.0,2,3,6
20260507TMG06,2026-05-07,内側より下,41,0.0,0.0,0.0,0.0,18.0,4,14.0,5.0,3.0,2.0,3.0,1.0,3.0,1,2,3
20260507TMG07,2026-05-07,内側より下,135,0.0,0.0,0.0,0.0,21.0,4,9.0,8.0,3.0,5.0,2.0,1.0,2.0,3,1,5
20260507TMG08,2026-05-07,内側より下,23,0.0,0.0,0.0,0.0,31.0,3,1.0,7.0,2.0,5.0,3.0,4.0,4.0,5,6,4
20260507TMG10,2026-05-07,内側より下,29,6.896551724137931,0.0,3.4482758620689653,3.4482758620689653,31.0,1,0.0,7.0,3.0,4.0,2.0,5.0,4.0,1,3,4
20260507TMG11,2026-05-07,内側より下,11,0.0,0.0,0.0,0.0,27.0,2,5.0,10.0,5.0,5.0,2.0,3.0,2.0,1,6,4
20260507TMG12,2026-05-07,内側より下,45,2.2222222222222223,0.0,0.0,0.0,18.0,6,16.0,6.0,5.0,1.0,3.0,2.0,2.0,1,4,2
20260508TMG01,2026-05-08,内側より下,136,0.0,0.0,0.0,0.0,24.0,3,6.0,6.0,3.0,3.0,3.0,2.0,4.0,2,1,3
20260508TMG02,2026-05-08,内側より上,40,5.0,0.0,2.5,2.5,28.0,2,3.0,7.0,2.0,5.0,2.0,3.0,4.0,1,5,4
20260508TMG03,2026-05-08,内側より下,34,0.0,0.0,0.0,0.0,13.0,6,19.0,3.0,2.0,1.0,1.0,2.0,2.0,1,2,3
20260508TMG04,2026-05-08,内側より上,34,8.823529411764707,0.0,5.882352941176471,5.882352941176471,29.0,2,3.0,6.0,5.0,1.0,2.0,5.0,5.0,5,2,1
20260508TMG05,2026-05-08,内側より下,30,6.666666666666667,0.0,3.3333333333333335,3.3333333333333335,34.0,1,0.0,8.0,5.0,3.0,3.0,5.0,5.0,2,3,1
20260508TMG06,2026-05-08,内側より下,30,0.0,0.0,0.0,0.0,12.0,6,22.0,4.0,3.0,1.0,1.0,2.0,1.0,2,3,4
20260508TMG07,2026-05-08,内側より下,31,9.67741935483871,6.451612903225806,3.225806451612903,9.677419354838708,27.0,2,2.0,6.0,3.0,3.0,2.0,3.0,5.0,3,6,5
20260508TMG08,2026-05-08,内側より上,35,2.857142857142857,0.0,2.857142857142857,2.857142857142857,16.0,6,13.0,6.0,1.0,5.0,1.0,1.0,1.0,1,2,4
20260508TMG09,2026-05-08,内側より下,33,0.0,0.0,0.0,0.0,24.0,2,5.0,6.0,3.0,3.0,3.0,3.0,3.0,1,4,5
20260508TMG10,2026-05-08,内側より上,13,0.0,0.0,0.0,0.0,28.0,2,2.0,8.0,5.0,3.0,3.0,3.0,4.0,1,2,3
20260508TMG11,2026-05-08,内側より下,30,0.0,0.0,0.0,0.0,17.0,4,18.0,4.0,2.0,2.0,1.0,2.0,3.0,1,5,4
20260509TMG01,2026-05-09,内側より下,12,0.0,0.0,0.0,0.0,25.0,3,2.0,4.0,3.0,1.0,4.0,5.0,3.0,5,4,6
20260509TMG02,2026-05-09,内側より上,32,3.125,0.0,3.125,3.125,18.0,6,10.0,4.0,3.0,1.0,3.0,1.0,4.0,2,1,3
20260509TMG03,2026-05-09,内側より上,25,0.0,0.0,0.0,0.0,26.0,3,2.0,10.0,5.0,5.0,3.0,2.0,2.0,1,2,4
20260509TMG04,2026-05-09,内側より下,14,0.0,0.0,0.0,0.0,15.0,5,15.0,4.0,2.0,2.0,1.0,1.0,3.0,3,2,4
20260509TMG05,2026-05-09,内側より下,22,0.0,0.0,0.0,0.0,20.0,4,8.0,9.0,5.0,4.0,1.0,1.0,2.0,4,5,3
20260509TMG06,2026-05-09,内側より下,137,0.0,0.0,0.0,0.0,23.0,4,7.0,8.0,3.0,5.0,2.0,1.0,3.0,1,2,4
20260509TMG07,2026-05-09,内側より下,37,0.0,0.0,0.0,0.0,23.0,3,14.0,9.0,5.0,4.0,2.0,2.0,2.0,1,5,3
20260509TMG09,2026-05-09,内側より下,31,3.225806451612903,0.0,0.0,0.0,18.0,5,12.0,3.0,2.0,1.0,2.0,1.0,5.0,4,2,1
20260509TMG10,2026-05-09,内側より上,36,2.7777777777777777,2.7777777777777777,0.0,2.7777777777777777,30.0,2,4.0,8.0,3.0,5.0,3.0,4.0,3.0,1,2,5
20260509TMG11,2026-05-09,内側より上,29,0.0,0.0,0.0,0.0,19.0,5,14.0,6.0,5.0,1.0,2.0,1.0,4.0,1,3,4
20260509TMG12,2026-05-09,内側より下,32,6.25,0.0,0.0,0.0,20.0,5,16.0,4.0,3.0,1.0,3.0,2.0,4.0,1,3,2
20260510TMG01,2026-05-10,内側より下,33,3.0303030303030303,0.0,0.0,0.0,16.0,6,18.0,4.0,3.0,1.0,3.0,2.0,2.0,1,4,6
20260510TMG02,2026-05-10,内側より上,38,2.6315789473684212,0.0,2.6315789473684212,2.6315789473684212,30.0,1,0.0,10.0,5.0,5.0,3.0,2.0,4.0,1,5,6
20260510TMG03,2026-05-10,内側より下,46,2.1739130434782608,0.0,0.0,0.0,26.0,3,9.0,6.0,5.0,1.0,3.0,3.0,5.0,5,4,2
20260510TMG04,2026-05-10,内側より下,32,9.375,6.25,3.125,9.375,28.0,3,2.0,6.0,5.0,1.0,3.0,5.0,4.0,3,5,6
20260510TMG05,2026-05-10,内側より上,28,17.857142857142858,3.5714285714285716,7.142857142857143,10.714285714285715,31.0,1,0.0,8.0,3.0,5.0,4.0,5.0,2.0,1,2,3
20260510TMG06,2026-05-10,内側より下,34,0.0,0.0,0.0,0.0,24.0,4,8.0,6.0,5.0,1.0,3.0,3.0,4.0,1,2,3
20260510TMG07,2026-05-10,内側より下,26,0.0,0.0,0.0,0.0,21.0,3,9.0,4.0,2.0,2.0,3.0,2.0,4.0,5,3,1
20260510TMG08,2026-05-10,内側より下,26,0.0,0.0,0.0,0.0,21.0,5,10.0,3.0,2.0,1.0,3.0,3.0,4.0,1,2,3
20260510TMG09,2026-05-10,内側より下,73,0.0,0.0,0.0,0.0,19.0,6,11.0,3.0,2.0,1.0,3.0,1.0,5.0,2,1,5
20260510TMG11,2026-05-10,内側より下,40,5.0,0.0,2.5,2.5,22.0,5,10.0,6.0,5.0,1.0,3.0,2.0,4.0,1,6,2
20260510TMG12,2026-05-10,内側より下,20,10.0,5.0,5.0,10.0,24.0,4,13.0,10.0,5.0,5.0,5.0,1.0,1.0,3,1,4
20260511TMG01,2026-05-11,内側より下,26,3.8461538461538463,0.0,3.8461538461538463,3.8461538461538463,19.0,6,10.0,4.0,3.0,1.0,2.0,1.0,5.0,5,6,2
20260511TMG04,2026-05-11,内側より上,37,2.7027027027027026,2.7027027027027026,0.0,2.7027027027027026,30.0,2,4.0,8.0,3.0,5.0,3.0,2.0,5.0,4,3,2
20260511TMG05,2026-05-11,内側より下,41,0.0,0.0,0.0,0.0,19.0,4,17.0,4.0,3.0,1.0,2.0,2.0,4.0,3,1,6
20260511TMG07,2026-05-11,内側より下,24,0.0,0.0,0.0,0.0,30.0,2,2.0,8.0,5.0,3.0,3.0,3.0,5.0,2,6,3
20260511TMG08,2026-05-11,内側より上,138,0.0,0.0,0.0,0.0,24.0,4,5.0,8.0,5.0,3.0,3.0,2.0,3.0,1,5,2
20260511TMG09,2026-05-11,内側より上,30,0.0,0.0,0.0,0.0,26.0,4,6.0,9.0,5.0,4.0,3.0,4.0,1.0,1,3,2
20260511TMG10,2026-05-11,内側より下,22,0.0,0.0,0.0,0.0,26.0,2,2.0,6.0,5.0,1.0,3.0,5.0,3.0,6,5,2
20260511TMG11,2026-05-11,内側より上,30,0.0,0.0,0.0,0.0,26.0,2,1.0,4.0,3.0,1.0,3.0,4.0,5.0,1,3,6
20260511TMG12,2026-05-11,内側より上,41,4.878048780487805,0.0,2.4390243902439024,2.4390243902439024,24.0,3,4.0,9.0,5.0,4.0,3.0,1.0,3.0,1,5,2
20260520TMG01,2026-05-20,内側より上,0,0.0,0.0,0.0,0.0,26.0,2,8.0,8.0,3.0,5.0,3.0,2.0,3.0,3,4,1
20260520TMG03,2026-05-20,内側より下,41,4.878048780487805,2.4390243902439024,2.4390243902439024,4.878048780487805,12.0,6,24.0,3.0,2.0,1.0,4.0,1.0,1.0,2,1,4
20260520TMG04,2026-05-20,内側より下,135,0.0,0.0,0.0,0.0,30.0,1,0.0,8.0,3.0,5.0,3.0,3.0,4.0,1,2,3
20260520TMG05,2026-05-20,内側より下,27,0.0,0.0,0.0,0.0,18.0,5,13.0,6.0,1.0,5.0,1.0,1.0,2.0,4,3,1
20260520TMG06,2026-05-20,内側より下,102,0.0,0.0,0.0,0.0,25.0,2,10.0,8.0,5.0,3.0,2.0,3.0,3.0,1,4,2
20260520TMG07,2026-05-20,内側より下,31,3.225806451612903,0.0,3.225806451612903,3.225806451612903,26.0,3,6.0,8.0,3.0,5.0,3.0,2.0,3.0,1,3,5
20260520TMG08,2026-05-20,内側より下,29,0.0,0.0,0.0,0.0,16.0,5,20.0,2.0,1.0,1.0,3.0,1.0,4.0,1,2,3
20260520TMG09,2026-05-20,内側より下,20,0.0,0.0,0.0,0.0,29.0,1,0.0,7.0,3.0,4.0,2.0,4.0,4.0,1,3,4
20260520TMG10,2026-05-20,内側より下,36,2.7777777777777777,0.0,2.7777777777777777,2.7777777777777777,24.0,4,6.0,7.0,5.0,2.0,3.0,3.0,3.0,3,1,4
20260520TMG11,2026-05-20,内側より下,29,0.0,0.0,0.0,0.0,23.0,4,8.0,6.0,5.0,1.0,2.0,2.0,5.0,1,2,4
20260520TMG12,2026-05-20,内側より下,44,4.545454545454546,0.0,2.272727272727273,2.272727272727273,19.0,5,14.0,6.0,2.0,4.0,1.0,1.0,3.0,1,3,4
20260521TMG01,2026-05-21,内側より上,26,0.0,0.0,0.0,0.0,30.0,1,0.0,8.0,5.0,3.0,3.0,3.0,5.0,1,4,2
20260521TMG03,2026-05-21,同じ,36,0.0,0.0,0.0,0.0,23.0,3,13.0,4.0,3.0,1.0,2.0,3.0,5.0,2,1,3
20260521TMG04,2026-05-21,内側より上,1,0.0,0.0,0.0,0.0,22.0,5,7.0,7.0,3.0,4.0,3.0,2.0,2.0,3,1,4
20260521TMG06,2026-05-21,内側より下,29,0.0,0.0,0.0,0.0,14.0,6,22.0,4.0,3.0,1.0,3.0,1.0,2.0,1,2,3
20260521TMG07,2026-05-21,内側より上,20,0.0,0.0,0.0,0.0,24.0,2,12.0,6.0,3.0,3.0,3.0,3.0,3.0,5,3,1
20260521TMG08,2026-05-21,内側より上,1,0.0,0.0,0.0,0.0,27.0,3,3.0,8.0,3.0,5.0,2.0,3.0,3.0,1,2,4
20260521TMG09,2026-05-21,内側より上,28,7.142857142857143,3.5714285714285716,0.0,3.5714285714285716,21.0,4,13.0,4.0,3.0,1.0,2.0,3.0,4.0,3,1,2
20260521TMG11,2026-05-21,内側より下,21,4.761904761904762,4.761904761904762,0.0,4.761904761904762,17.0,6,19.0,6.0,5.0,1.0,4.0,1.0,2.0,1,2,4
20260521TMG12,2026-05-21,内側より上,42,2.380952380952381,0.0,2.380952380952381,2.380952380952381,21.0,4,10.0,3.0,2.0,1.0,3.0,2.0,5.0,1,2,4
20260522TMG01,2026-05-22,内側より上,3,0.0,0.0,0.0,0.0,18.0,5,14.0,6.0,5.0,1.0,3.0,2.0,2.0,1,2,3
20260522TMG02,2026-05-22,内側より上,22,4.545454545454546,4.545454545454546,0.0,4.545454545454546,22.0,5,4.0,4.0,3.0,1.0,5.0,2.0,4.0,6,3,1
20260522TMG04,2026-05-22,内側より下,136,0.0,0.0,0.0,0.0,22.0,4,7.0,10.0,5.0,5.0,3.0,1.0,1.0,2,5,3
20260522TMG05,2026-05-22,内側より下,31,3.225806451612903,3.225806451612903,0.0,3.225806451612903,24.0,4,7.0,6.0,5.0,1.0,3.0,4.0,3.0,1,5,2
20260522TMG06,2026-05-22,内側より上,28,3.5714285714285716,0.0,0.0,0.0,22.0,4,6.0,6.0,5.0,1.0,3.0,3.0,3.0,1,2,3
20260522TMG08,2026-05-22,内側より下,25,0.0,0.0,0.0,0.0,17.0,6,14.0,5.0,2.0,3.0,3.0,2.0,1.0,2,4,1
20260522TMG09,2026-05-22,内側より下,28,0.0,0.0,0.0,0.0,19.0,6,18.0,4.0,3.0,1.0,4.0,1.0,4.0,1,2,6
20260522TMG10,2026-05-22,内側より下,37,2.7027027027027026,0.0,2.7027027027027026,2.7027027027027026,26.0,3,5.0,7.0,2.0,5.0,4.0,3.0,2.0,1,2,3
20260522TMG12,2026-05-22,内側より上,38,0.0,0.0,0.0,0.0,22.0,4,10.0,6.0,5.0,1.0,3.0,3.0,3.0,1,2,6
20260523TMG01,2026-05-23,内側より上,4,0.0,0.0,0.0,0.0,29.0,3,8.0,10.0,5.0,5.0,4.0,3.0,2.0,1,2,3
20260523TMG02,2026-05-23,内側より上,104,0.0,0.0,0.0,0.0,26.0,2,4.0,6.0,3.0,3.0,3.0,3.0,4.0,2,3,5
20260523TMG03,2026-05-23,内側より下,19,5.2631578947368425,0.0,5.2631578947368425,5.2631578947368425,21.0,6,12.0,6.0,5.0,1.0,4.0,2.0,3.0,3,2,4
20260523TMG04,2026-05-23,内側より下,137,0.0,0.0,0.0,0.0,20.0,5,10.0,6.0,5.0,1.0,3.0,3.0,2.0,1,3,2
20260523TMG05,2026-05-23,内側より上,4,0.0,0.0,0.0,0.0,26.0,3,5.0,6.0,2.0,4.0,4.0,5.0,1.0,3,4,1
20260523TMG06,2026-05-23,内側より上,33,3.0303030303030303,3.0303030303030303,0.0,3.0303030303030303,26.0,2,10.0,6.0,5.0,1.0,5.0,3.0,4.0,1,3,4
20260523TMG07,2026-05-23,内側より下,38,2.6315789473684212,2.6315789473684212,0.0,2.6315789473684212,17.0,6,17.0,6.0,5.0,1.0,4.0,2.0,1.0,1,3,2
20260523TMG08,2026-05-23,内側より上,28,0.0,0.0,0.0,0.0,34.0,2,2.0,10.0,5.0,5.0,5.0,4.0,3.0,1,6,3
20260523TMG10,2026-05-23,内側より下,37,0.0,0.0,0.0,0.0,24.0,5,8.0,6.0,5.0,1.0,3.0,3.0,4.0,3,1,2
20260523TMG11,2026-05-23,内側より下,30,0.0,0.0,0.0,0.0,22.0,4,13.0,8.0,3.0,5.0,3.0,2.0,1.0,1,2,4
20260523TMG12,2026-05-23,内側より下,31,3.225806451612903,3.225806451612903,0.0,3.225806451612903,22.0,4,13.0,10.0,5.0,5.0,3.0,1.0,1.0,1,5,4
20260524TMG01,2026-05-24,内側より上,39,5.128205128205129,2.5641025641025643,0.0,2.5641025641025643,25.0,3,9.0,6.0,3.0,3.0,4.0,2.0,4.0,1,3,2
20260524TMG02,2026-05-24,内側より下,36,0.0,0.0,0.0,0.0,29.0,2,6.0,5.0,3.0,2.0,4.0,4.0,5.0,3,2,4
20260524TMG04,2026-05-24,同じ,38,2.6315789473684212,0.0,2.6315789473684212,2.6315789473684212,26.0,3,3.0,7.0,3.0,4.0,3.0,3.0,3.0,1,3,6
20260524TMG05,2026-05-24,内側より下,45,4.444444444444445,0.0,2.2222222222222223,2.2222222222222223,22.0,4,10.0,6.0,5.0,1.0,3.0,2.0,4.0,1,2,4
20260524TMG06,2026-05-24,内側より下,26,0.0,0.0,0.0,0.0,22.0,4,16.0,8.0,5.0,3.0,3.0,1.0,3.0,1,5,6
20260524TMG07,2026-05-24,同じ,22,4.545454545454546,4.545454545454546,0.0,4.545454545454546,29.0,3,5.0,10.0,5.0,5.0,4.0,2.0,3.0,2,3,5
20260524TMG09,2026-05-24,内側より下,29,0.0,0.0,0.0,0.0,24.0,2,11.0,6.0,5.0,1.0,3.0,2.0,5.0,1,3,2
20260524TMG10,2026-05-24,内側より下,30,0.0,0.0,0.0,0.0,16.0,5,18.0,4.0,3.0,1.0,3.0,1.0,3.0,3,2,5
20260524TMG12,2026-05-24,内側より下,32,3.125,0.0,3.125,3.125,25.0,4,9.0,10.0,5.0,5.0,4.0,1.0,2.0,1,4,2
20260525TMG01,2026-05-25,内側より上,7,0.0,0.0,0.0,0.0,29.0,3,3.0,8.0,3.0,5.0,2.0,5.0,2.0,1,4,2
20260525TMG04,2026-05-25,内側より下,29,0.0,0.0,0.0,0.0,16.0,6,18.0,7.0,5.0,2.0,3.0,1.0,1.0,1,2,5
